Lot Area,Overall Qual,Overall Cond,Year Built,Gr Liv Area,Bedroom AbvGr,Garage Cars,SalePrice
11166.0,7.0,5.0,2001.0,1492.0,3.0,2.0,201000
8430.0,5.0,5.0,1978.0,1040.0,3.0,0.0,124000
16269.0,5.0,5.0,1978.0,907.0,3.0,1.0,140000
6950.0,5.0,7.0,1979.0,914.0,2.0,2.0,134900
8800.0,5.0,7.0,1977.0,1040.0,3.0,2.0,150500
7000.0,5.0,8.0,1978.0,,3.0,1.0,136500
9286.0,5.0,7.0,1977.0,1268.0,,1.0,143500
15523.0,5.0,6.0,1972.0,864.0,3.0,1.0,133500
7200.0,5.0,5.0,1972.0,894.0,2.0,2.0,123000
7200.0,5.0,8.0,1972.0,768.0,2.0,1.0,133900
8445.0,5.0,7.0,1972.0,768.0,2.0,2.0,133000
11664.0,7.0,5.0,2002.0,1611.0,3.0,3.0,250000
12334.0,8.0,5.0,2003.0,2184.0,4.0,2.0,254750
11838.0,8.0,5.0,2001.0,1788.0,3.0,2.0,236500
11885.0,8.0,5.0,2001.0,1872.0,3.0,2.0,261500
11050.0,9.0,5.0,2000.0,2153.0,3.0,3.0,313000
8749.0,7.0,5.0,2002.0,1725.0,3.0,2.0,198500
11250.0,7.0,5.0,2001.0,1870.0,3.0,2.0,211000
15750.0,8.0,5.0,1999.0,1513.0,2.0,2.0,220000
11883.0,7.0,5.0,1996.0,1504.0,3.0,2.0,203000
12782.0,8.0,5.0,2002.0,1828.0,3.0,2.0,279500
8750.0,7.0,5.0,1997.0,1417.0,3.0,2.0,210000
9375.0,7.0,5.0,1997.0,2034.0,3.0,2.0,219500
8750.0,7.0,,,1716.0,2.0,2.0,191000
9100.0,7.0,5.0,2001.0,1212.0,3.0,2.0,178000
9750.0,7.0,5.0,2000.0,1630.0,,2.0,213000
4435.0,,5.0,2003.0,848.0,1.0,2.0,144000
4435.0,6.0,,2003.0,848.0,1.0,2.0,140000
10200.0,8.0,5.0,2007.0,1602.0,3.0,3.0,293200
9313.0,7.0,5.0,2004.0,1728.0,3.0,2.0,190000
,7.0,5.0,2004.0,1500.0,3.0,2.0,190000
8633.0,6.0,5.0,2005.0,1476.0,3.0,2.0,173500
11069.0,6.0,5.0,2007.0,1396.0,3.0,2.0,170000
8777.0,4.0,5.0,1949.0,1126.0,2.0,2.0,108000
9937.0,5.0,7.0,1964.0,1486.0,3.0,2.0,167000
8877.0,4.0,6.0,1938.0,816.0,,,100000
7301.0,7.0,5.0,2003.0,1922.0,4.0,2.0,198500
7950.0,6.0,6.0,1977.0,1426.0,3.0,2.0,159500
10682.0,4.0,6.0,1960.0,1149.0,3.0,,127000
7200.0,6.0,6.0,1976.0,1125.0,3.0,1.0,125000
13286.0,9.0,5.0,2007.0,1698.0,3.0,3.0,320000
3675.0,6.0,5.0,2005.0,1072.0,2.0,2.0,145500
9405.0,5.0,9.0,,698.0,2.0,0.0,118000
6410.0,4.0,5.0,,876.0,3.0,1.0,85000
11767.0,5.0,5.0,1950.0,1368.0,3.0,1.0,120000
8405.0,4.0,3.0,1945.0,1529.0,4.0,1.0,98000
4060.0,5.0,8.0,1922.0,864.0,2.0,0.0,99900
10206.0,3.0,3.0,1952.0,944.0,2.0,2.0,82000
10926.0,5.0,5.0,1959.0,1678.0,6.0,0.0,119900
11767.0,5.0,5.0,1956.0,1560.0,2.0,1.0,103500
8926.0,4.0,3.0,1956.0,960.0,,1.0,112000
12354.0,6.0,8.0,1920.0,,3.0,2.0,110000
8212.0,5.0,6.0,1941.0,1298.0,3.0,1.0,122000
10998.0,5.0,5.0,1941.0,1604.0,3.0,2.0,117000
6300.0,5.0,4.0,1938.0,1268.0,3.0,1.0,160000
4500.0,5.0,5.0,1932.0,1520.0,3.0,1.0,159434
8400.0,2.0,5.0,1920.0,438.0,1.0,1.0,60000
9900.0,6.0,7.0,1940.0,1489.0,3.0,1.0,139500
15863.0,7.0,3.0,1920.0,3082.0,5.0,2.0,197000
5707.0,6.0,6.0,1935.0,1242.0,3.0,1.0,105000
7804.0,4.0,3.0,1928.0,1981.0,4.0,2.0,135000
8574.0,6.0,8.0,1916.0,1232.0,3.0,2.0,147500
6171.0,6.0,6.0,1925.0,1608.0,3.0,1.0,137450
7200.0,7.0,9.0,1936.0,1135.0,3.0,2.0,155000
7558.0,6.0,6.0,1928.0,1913.0,3.0,2.0,177000
6292.0,7.0,7.0,1928.0,1477.0,3.0,1.0,145000
7155.0,7.0,8.0,1918.0,1228.0,3.0,1.0,137000
10918.0,7.0,9.0,1926.0,2080.0,3.0,1.0,234000
13680.0,5.0,6.0,,1567.0,,2.0,205000
7500.0,,7.0,1942.0,1494.0,3.0,1.0,177500
9600.0,5.0,7.0,1940.0,1308.0,,1.0,160000
14680.0,5.0,4.0,1960.0,1273.0,2.0,1.0,155000
13360.0,,7.0,1921.0,964.0,2.0,2.0,163500
7681.0,5.0,6.0,1921.0,1343.0,3.0,1.0,154900
8145.0,7.0,6.0,1940.0,2480.0,5.0,2.0,205000
9100.0,5.0,6.0,1954.0,1112.0,2.0,1.0,144800
12000.0,7.0,7.0,1941.0,1564.0,3.0,1.0,174500
13339.0,6.0,6.0,1960.0,1561.0,3.0,2.0,193000
15600.0,5.0,7.0,1949.0,1523.0,3.0,1.0,158000
14000.0,6.0,8.0,1950.0,1152.0,3.0,1.0,158500
17500.0,6.0,5.0,1954.0,1906.0,3.0,2.0,224000
1733.0,6.0,6.0,1980.0,1032.0,2.0,2.0,115000
1488.0,6.0,6.0,1980.0,1229.0,2.0,2.0,137000
1612.0,6.0,6.0,1980.0,1229.0,2.0,2.0,121000
1300.0,6.0,6.0,1980.0,1229.0,2.0,2.0,124000
13607.0,6.0,6.0,1986.0,1982.0,3.0,2.0,208000
17597.0,7.0,9.0,1971.0,2365.0,3.0,2.0,315000
21695.0,6.0,9.0,,1680.0,3.0,,222000
10690.0,5.0,7.0,1920.0,1344.0,3.0,1.0,147000
8660.0,5.0,6.0,1900.0,2168.0,5.0,2.0,123000
6402.0,5.0,5.0,1920.0,1192.0,3.0,1.0,78000
8470.0,3.0,2.0,1915.0,1526.0,2.0,0.0,85000
10200.0,4.0,6.0,1925.0,572.0,2.0,1.0,75000
3843.0,8.0,5.0,,1648.0,2.0,2.0,230000
21780.0,2.0,4.0,1910.0,810.0,1.0,1.0,57625
10125.0,8.0,5.0,2000.0,2052.0,3.0,3.0,251000
12822.0,7.0,5.0,2003.0,2149.0,1.0,2.0,239686
12118.0,7.0,5.0,2004.0,1710.0,3.0,2.0,240000
12209.0,6.0,5.0,2001.0,1961.0,,2.0,215000
9750.0,6.0,6.0,1977.0,926.0,2.0,1.0,156450
9360.0,6.0,7.0,,1287.0,2.0,2.0,173000
10125.0,5.0,5.0,1977.0,1734.0,4.0,2.0,126000
9947.0,7.0,5.0,1990.0,1217.0,3.0,2.0,173000
11070.0,5.0,5.0,,1595.0,2.0,2.0,152000
14375.0,,6.0,1958.0,1344.0,3.0,2.0,137500
215245.0,7.0,5.0,1965.0,2036.0,3.0,2.0,375000
12898.0,9.0,5.0,2007.0,1620.0,2.0,3.0,315500
13159.0,7.0,5.0,2009.0,1692.0,3.0,2.0,224500
13438.0,9.0,5.0,2008.0,2036.0,3.0,3.0,410000
14463.0,9.0,5.0,2008.0,1641.0,3.0,3.0,316500
,8.0,5.0,2007.0,1466.0,3.0,3.0,201000
11457.0,6.0,5.0,1988.0,1412.0,3.0,2.0,175000
9839.0,6.0,,1980.0,2237.0,3.0,2.0,204000
14419.0,7.0,5.0,1987.0,1479.0,3.0,2.0,213500
6853.0,8.0,5.0,2001.0,1296.0,2.0,2.0,220000
9157.0,7.0,5.0,2003.0,2014.0,3.0,,170000
14601.0,9.0,,2006.0,1838.0,2.0,3.0,315000
12633.0,9.0,5.0,2007.0,1978.0,2.0,3.0,425000
12518.0,5.0,7.0,1968.0,1008.0,3.0,1.0,139500
21750.0,5.0,4.0,1960.0,1771.0,,2.0,115000
4500.0,6.0,5.0,1998.0,1204.0,2.0,,162000
4500.0,6.0,5.0,1999.0,1224.0,2.0,2.0,165000
1596.0,4.0,5.0,1973.0,988.0,2.0,1.0,91000
9858.0,5.0,6.0,1968.0,874.0,,1.0,130000
1526.0,4.0,8.0,1970.0,630.0,1.0,1.0,86000
13383.0,5.0,5.0,1969.0,1404.0,3.0,2.0,160000
1477.0,4.0,4.0,1970.0,630.0,1.0,1.0,80000
1533.0,4.0,6.0,1970.0,1344.0,3.0,0.0,97000
2217.0,4.0,4.0,1970.0,1092.0,3.0,1.0,88000
7689.0,5.0,8.0,1972.0,796.0,,1.0,131900
7706.0,6.0,5.0,1993.0,1091.0,2.0,1.0,131250
9101.0,5.0,6.0,1978.0,1110.0,1.0,2.0,165500
8780.0,5.0,5.0,1985.0,833.0,3.0,0.0,112000
7669.0,5.0,6.0,1992.0,883.0,2.0,2.0,149000
14115.0,5.0,5.0,1993.0,1362.0,1.0,2.0,143000
10429.0,5.0,5.0,1992.0,1287.0,3.0,2.0,130000
9819.0,6.0,5.0,1977.0,1567.0,2.0,2.0,196000
10457.0,5.0,7.0,1969.0,1632.0,4.0,2.0,173000
11029.0,6.0,8.0,1958.0,1414.0,3.0,,176500
12925.0,6.0,7.0,1970.0,2117.0,4.0,2.0,237500
11075.0,6.0,5.0,1969.0,2112.0,4.0,2.0,206900
8702.0,6.0,5.0,1997.0,1604.0,3.0,2.0,187500
8139.0,6.0,5.0,1995.0,1470.0,3.0,2.0,165000
9535.0,6.0,,1998.0,1604.0,3.0,2.0,195500
9042.0,6.0,5.0,1998.0,1638.0,3.0,2.0,192000
15038.0,,5.0,1996.0,1636.0,3.0,2.0,173000
14137.0,5.0,5.0,1996.0,1384.0,3.0,,177900
21872.0,7.0,5.0,1996.0,1446.0,3.0,2.0,175000
,8.0,,2001.0,1593.0,0.0,2.0,286000
,8.0,5.0,1997.0,1682.0,1.0,2.0,247900
,8.0,5.0,1993.0,1337.0,2.0,2.0,180000
5070.0,8.0,,1992.0,1280.0,2.0,2.0,180000
10839.0,6.0,5.0,1997.0,,3.0,2.0,181000
11184.0,6.0,5.0,1998.0,1633.0,3.0,2.0,183000
8000.0,6.0,5.0,1995.0,1658.0,3.0,2.0,188000
10832.0,7.0,5.0,1994.0,,3.0,2.0,194500
14067.0,6.0,5.0,1991.0,1709.0,3.0,2.0,185000
4671.0,8.0,5.0,1988.0,1228.0,2.0,2.0,189000
5950.0,8.0,5.0,1989.0,1337.0,,2.0,188500
13543.0,8.0,5.0,2005.0,2500.0,5.0,3.0,355000
11198.0,9.0,5.0,2005.0,2504.0,4.0,3.0,325000
15401.0,9.0,5.0,2004.0,,2.0,3.0,387000
31220.0,6.0,2.0,1952.0,1474.0,3.0,2.0,115000
8118.0,9.0,5.0,2007.0,1710.0,2.0,,334000
47280.0,6.0,5.0,1950.0,1488.0,3.0,2.0,133000
20544.0,7.0,6.0,,2093.0,3.0,2.0,215000
12680.0,7.0,6.0,1988.0,1688.0,2.0,2.0,226500
12090.0,6.0,6.0,1981.0,1422.0,3.0,2.0,175500
10825.0,7.0,7.0,1983.0,1260.0,3.0,2.0,181900
18559.0,7.0,5.0,1978.0,2064.0,3.0,2.0,235000
14450.0,7.0,5.0,,1782.0,3.0,2.0,220000
12227.0,6.0,7.0,1977.0,2872.0,4.0,,272000
13068.0,6.0,5.0,,1211.0,3.0,2.0,161000
15611.0,5.0,6.0,1977.0,1126.0,3.0,2.0,175000
10400.0,7.0,6.0,1980.0,,,2.0,185000
9743.0,5.0,6.0,1969.0,1308.0,3.0,2.0,146900
12511.0,7.0,7.0,1978.0,2840.0,4.0,4.0,292500
11361.0,6.0,5.0,1976.0,1523.0,3.0,2.0,180000
10400.0,6.0,5.0,1976.0,1444.0,2.0,2.0,159900
10480.0,7.0,6.0,1976.0,1964.0,4.0,2.0,205000
10000.0,5.0,6.0,1973.0,1178.0,3.0,2.0,157000
,8.0,5.0,1996.0,2340.0,4.0,,306000
9000.0,5.0,5.0,1974.0,1792.0,4.0,2.0,133000
9750.0,6.0,8.0,1969.0,1054.0,3.0,,151000
10295.0,4.0,6.0,,936.0,2.0,1.0,111900
,5.0,5.0,1971.0,864.0,3.0,2.0,123000
12735.0,4.0,5.0,1972.0,864.0,3.0,2.0,111250
4060.0,6.0,,1998.0,,2.0,2.0,181000
1680.0,,5.0,1973.0,987.0,2.0,1.0,103400
1680.0,6.0,5.0,1973.0,987.0,2.0,1.0,100000
1890.0,6.0,6.0,1972.0,987.0,2.0,1.0,100500
1869.0,6.0,6.0,1970.0,987.0,2.0,1.0,106000
1680.0,6.0,5.0,1971.0,987.0,,1.0,85400
1680.0,6.0,3.0,1971.0,987.0,2.0,1.0,89500
1680.0,5.0,5.0,1972.0,1302.0,3.0,1.0,111750
4043.0,,6.0,1977.0,1069.0,2.0,2.0,140000
2308.0,6.0,6.0,1975.0,1456.0,4.0,2.0,143000
2529.0,7.0,,1977.0,1055.0,2.0,2.0,148500
9477.0,5.0,5.0,1966.0,892.0,3.0,1.0,110000
12444.0,8.0,5.0,2008.0,1932.0,2.0,3.0,394617
12474.0,10.0,5.0,2007.0,2332.0,3.0,3.0,426000
14803.0,10.0,,2007.0,2084.0,2.0,3.0,385000
14948.0,9.0,5.0,2008.0,2713.0,3.0,3.0,446261
12704.0,8.0,5.0,2007.0,1582.0,3.0,3.0,317500
13891.0,8.0,5.0,2007.0,1710.0,2.0,3.0,372402
13693.0,8.0,,2007.0,2464.0,4.0,3.0,417500
14418.0,9.0,,2007.0,1950.0,2.0,3.0,383000
13418.0,9.0,5.0,2006.0,2748.0,4.0,3.0,390000
12539.0,10.0,5.0,2005.0,2790.0,4.0,4.0,460000
12151.0,9.0,,2005.0,2331.0,3.0,3.0,379000
8899.0,8.0,5.0,2007.0,2088.0,4.0,3.0,250000
10574.0,8.0,5.0,2004.0,2332.0,4.0,3.0,316000
12720.0,10.0,5.0,2003.0,,1.0,3.0,615000
13688.0,9.0,,2003.0,2668.0,3.0,3.0,412500
10625.0,7.0,5.0,2003.0,2046.0,3.0,3.0,284000
10845.0,8.0,5.0,2003.0,1575.0,2.0,3.0,284000
16900.0,8.0,5.0,2001.0,2649.0,4.0,3.0,421250
16451.0,8.0,5.0,2003.0,2690.0,4.0,3.0,370000
10110.0,9.0,5.0,2008.0,1866.0,2.0,3.0,336860
8769.0,9.0,5.0,2008.0,1702.0,1.0,3.0,367294
12304.0,7.0,5.0,2005.0,1367.0,2.0,2.0,192000
12677.0,8.0,5.0,2003.0,,1.0,2.0,274000
8849.0,9.0,5.0,2005.0,1684.0,2.0,2.0,266000
8232.0,9.0,5.0,2007.0,1800.0,2.0,3.0,370967
6240.0,8.0,5.0,2006.0,1342.0,2.0,2.0,234250
6240.0,8.0,5.0,2006.0,1342.0,2.0,2.0,219500
2448.0,7.0,5.0,2003.0,1626.0,2.0,2.0,155000
2448.0,7.0,,2003.0,1626.0,2.0,2.0,154000
8198.0,7.0,5.0,2004.0,1358.0,2.0,2.0,207000
,7.0,5.0,2003.0,1455.0,2.0,3.0,195000
3940.0,7.0,5.0,2004.0,1576.0,2.0,3.0,219990
3182.0,7.0,5.0,2005.0,1504.0,2.0,2.0,191000
3182.0,,5.0,2007.0,1266.0,2.0,2.0,159895
3710.0,7.0,5.0,2007.0,1246.0,2.0,2.0,187687
9024.0,6.0,5.0,2004.0,1515.0,3.0,2.0,179000
7415.0,6.0,5.0,,1593.0,,2.0,193000
9587.0,7.0,5.0,2005.0,1166.0,2.0,2.0,190000
8029.0,6.0,5.0,2005.0,1456.0,3.0,2.0,176000
8010.0,7.0,5.0,2002.0,1720.0,3.0,2.0,188000
8396.0,7.0,5.0,2003.0,1986.0,4.0,2.0,213000
7301.0,7.0,6.0,2007.0,1358.0,,2.0,217300
10261.0,6.0,5.0,2000.0,1792.0,3.0,2.0,186500
,7.0,5.0,2000.0,1892.0,3.0,,226750
15384.0,7.0,5.0,2004.0,1490.0,3.0,2.0,184000
7750.0,7.0,5.0,2002.0,1414.0,3.0,2.0,176000
12460.0,7.0,5.0,1999.0,2322.0,4.0,2.0,225000
8390.0,7.0,5.0,1999.0,1651.0,3.0,,185900
9660.0,8.0,5.0,1997.0,2199.0,3.0,2.0,284500
9200.0,8.0,5.0,1998.0,2630.0,4.0,3.0,315000
14260.0,8.0,5.0,2000.0,2198.0,4.0,3.0,250000
11000.0,9.0,5.0,2000.0,2172.0,,3.0,291000
11675.0,8.0,5.0,1998.0,2006.0,2.0,3.0,350000
10990.0,7.0,5.0,1996.0,2125.0,4.0,2.0,279500
11929.0,8.0,7.0,1995.0,2501.0,4.0,3.0,290000
10437.0,8.0,6.0,1995.0,2113.0,2.0,3.0,350000
10542.0,7.0,5.0,1993.0,2418.0,3.0,3.0,341000
10010.0,7.0,5.0,1993.0,2197.0,4.0,3.0,287500
10944.0,7.0,5.0,1994.0,2127.0,3.0,2.0,271000
14303.0,,5.0,1994.0,1987.0,2.0,2.0,301500
,8.0,5.0,2007.0,1580.0,3.0,,235128
14598.0,6.0,5.0,2007.0,1933.0,4.0,3.0,214000
11957.0,8.0,5.0,2006.0,1574.0,3.0,3.0,232000
13253.0,7.0,5.0,2006.0,1578.0,3.0,3.0,240000
14587.0,9.0,5.0,2008.0,1506.0,2.0,2.0,264132
10206.0,8.0,5.0,2007.0,1563.0,3.0,3.0,245000
,7.0,5.0,2008.0,1428.0,3.0,2.0,227680
9801.0,8.0,5.0,2007.0,1861.0,3.0,3.0,257000
9428.0,8.0,5.0,2007.0,1874.0,3.0,3.0,297900
10037.0,8.0,5.0,2006.0,1460.0,3.0,2.0,247000
8640.0,8.0,5.0,2007.0,1372.0,3.0,2.0,212700
8640.0,7.0,5.0,2007.0,,3.0,2.0,250580
11639.0,7.0,5.0,2007.0,1428.0,3.0,,182000
9803.0,7.0,5.0,2005.0,1768.0,3.0,2.0,226700
9375.0,8.0,5.0,2003.0,1992.0,3.0,2.0,250000
10625.0,7.0,5.0,2005.0,1958.0,,3.0,250000
10800.0,8.0,5.0,2007.0,2078.0,3.0,3.0,339750
8125.0,7.0,6.0,2007.0,1665.0,3.0,2.0,205950
,8.0,5.0,2007.0,1660.0,3.0,3.0,256000
7500.0,7.0,5.0,2007.0,1218.0,2.0,2.0,230348
8791.0,6.0,5.0,2003.0,1728.0,3.0,2.0,207500
7500.0,7.0,5.0,2004.0,1080.0,3.0,,141000
10110.0,6.0,5.0,2003.0,1696.0,3.0,,188000
,7.0,5.0,2003.0,1663.0,3.0,2.0,192500
13072.0,6.0,5.0,2005.0,1175.0,3.0,0.0,146000
13695.0,5.0,5.0,2004.0,1114.0,3.0,2.0,159000
13695.0,6.0,5.0,2003.0,1114.0,3.0,2.0,155000
8366.0,6.0,5.0,2004.0,1640.0,,2.0,173000
9260.0,7.0,5.0,2007.0,1162.0,3.0,2.0,170000
8453.0,6.0,5.0,1995.0,1609.0,3.0,2.0,182000
8480.0,6.0,5.0,1993.0,1680.0,3.0,2.0,163000
8125.0,6.0,5.0,1994.0,1679.0,,2.0,193500
14565.0,7.0,,,1657.0,3.0,2.0,189000
8450.0,6.0,5.0,2001.0,1677.0,3.0,2.0,190500
8285.0,7.0,5.0,1992.0,1737.0,3.0,2.0,175000
7153.0,6.0,5.0,1991.0,1294.0,3.0,2.0,179200
9291.0,6.0,5.0,1993.0,1710.0,3.0,2.0,187000
8012.0,6.0,5.0,1993.0,1617.0,2.0,2.0,193000
7892.0,6.0,5.0,1993.0,1199.0,2.0,2.0,153900
9100.0,5.0,,1963.0,984.0,3.0,1.0,128000
12968.0,5.0,6.0,1962.0,912.0,2.0,1.0,144000
8100.0,5.0,8.0,1961.0,864.0,3.0,1.0,135000
8450.0,5.0,5.0,1968.0,890.0,3.0,1.0,115000
6360.0,5.0,5.0,1963.0,864.0,3.0,1.0,119916
6768.0,6.0,8.0,1961.0,912.0,,1.0,142000
19508.0,6.0,5.0,1974.0,1430.0,3.0,2.0,192000
10759.0,5.0,4.0,1972.0,1641.0,4.0,,140000
9205.0,6.0,5.0,1990.0,2683.0,4.0,2.0,290000
11025.0,9.0,5.0,1993.0,2786.0,4.0,2.0,372500
4282.0,7.0,5.0,2004.0,1391.0,2.0,2.0,196000
4017.0,7.0,5.0,2006.0,1250.0,2.0,2.0,171900
3435.0,,5.0,2004.0,1245.0,1.0,2.0,178000
3180.0,6.0,5.0,2005.0,,2.0,2.0,165000
3180.0,7.0,5.0,2007.0,1392.0,2.0,2.0,146000
3604.0,7.0,5.0,2007.0,1392.0,2.0,2.0,146000
2280.0,7.0,5.0,1999.0,1501.0,3.0,2.0,179400
2280.0,6.0,5.0,1999.0,1549.0,3.0,2.0,172900
4765.0,9.0,5.0,2000.0,1638.0,2.0,2.0,300000
4538.0,,5.0,2001.0,1310.0,1.0,2.0,285000
4385.0,9.0,5.0,2001.0,1419.0,2.0,2.0,290000
4109.0,9.0,5.0,1999.0,1557.0,2.0,2.0,305000
5119.0,9.0,5.0,1999.0,1709.0,2.0,,328900
2160.0,7.0,5.0,1999.0,1252.0,2.0,2.0,160000
2160.0,7.0,5.0,1999.0,1404.0,3.0,2.0,170000
10646.0,7.0,5.0,2001.0,1789.0,3.0,2.0,223000
2645.0,8.0,5.0,1999.0,1586.0,3.0,2.0,170000
2645.0,8.0,5.0,1999.0,1607.0,3.0,2.0,200000
3951.0,10.0,5.0,1998.0,2393.0,2.0,2.0,345000
14963.0,8.0,5.0,1996.0,1288.0,1.0,2.0,245500
11064.0,8.0,,1995.0,1239.0,1.0,2.0,217500
10846.0,8.0,5.0,1993.0,1719.0,1.0,2.0,324000
11120.0,6.0,6.0,1984.0,1232.0,3.0,2.0,162500
24572.0,,3.0,1977.0,2944.0,3.0,3.0,150000
16280.0,8.0,9.0,1976.0,1671.0,3.0,2.0,290000
7500.0,7.0,5.0,2002.0,1812.0,3.0,2.0,205000
10400.0,7.0,6.0,1970.0,1682.0,,2.0,174000
11104.0,6.0,6.0,1969.0,1427.0,4.0,2.0,183000
11050.0,6.0,5.0,1968.0,1740.0,4.0,2.0,150000
11040.0,6.0,7.0,1971.0,1258.0,3.0,,145000
15387.0,7.0,7.0,1967.0,1620.0,4.0,2.0,215000
9750.0,,6.0,1965.0,1625.0,4.0,2.0,140500
10800.0,6.0,7.0,1974.0,2614.0,4.0,2.0,240000
8814.0,5.0,6.0,1968.0,1464.0,4.0,2.0,141000
8872.0,5.0,8.0,1965.0,912.0,2.0,2.0,147000
8125.0,5.0,7.0,1965.0,,3.0,2.0,135000
,5.0,5.0,1965.0,1728.0,6.0,2.0,145000
13101.0,5.0,5.0,1965.0,1728.0,6.0,2.0,142600
9246.0,5.0,5.0,,1656.0,4.0,2.0,135000
13355.0,7.0,6.0,1971.0,1670.0,4.0,2.0,170000
8963.0,8.0,9.0,1976.0,2715.0,4.0,2.0,299800
9120.0,6.0,6.0,1974.0,1876.0,4.0,2.0,185000
9130.0,6.0,8.0,1966.0,1632.0,4.0,2.0,173000
12122.0,7.0,9.0,1961.0,999.0,3.0,2.0,178400
9900.0,,5.0,1968.0,1978.0,4.0,,176000
7785.0,5.0,5.0,1956.0,1014.0,2.0,1.0,98000
8593.0,4.0,6.0,1957.0,907.0,3.0,1.0,109008
8475.0,4.0,7.0,1956.0,952.0,2.0,1.0,135750
8700.0,5.0,6.0,1963.0,1128.0,3.0,2.0,155000
10175.0,6.0,,1964.0,1425.0,3.0,2.0,180500
9020.0,,7.0,1966.0,1165.0,3.0,2.0,174900
9200.0,6.0,6.0,1965.0,1136.0,3.0,1.0,140000
8250.0,6.0,7.0,1964.0,1092.0,3.0,2.0,145000
9350.0,5.0,8.0,1965.0,1265.0,3.0,2.0,179900
9020.0,6.0,5.0,1964.0,1350.0,3.0,2.0,168500
9900.0,5.0,5.0,1961.0,1114.0,3.0,2.0,140000
10007.0,,7.0,1959.0,1053.0,3.0,1.0,145500
10721.0,6.0,6.0,1959.0,1252.0,3.0,2.0,142000
12493.0,4.0,5.0,1960.0,1100.0,3.0,1.0,141000
11332.0,5.0,7.0,1960.0,1118.0,3.0,1.0,153000
6627.0,3.0,6.0,,720.0,2.0,1.0,72500
4130.0,3.0,6.0,1935.0,729.0,2.0,0.0,52000
,5.0,6.0,1939.0,1077.0,2.0,1.0,118000
,4.0,7.0,1937.0,906.0,2.0,1.0,87000
9600.0,5.0,6.0,1960.0,1496.0,3.0,2.0,141500
9600.0,6.0,5.0,1950.0,1252.0,3.0,1.0,119000
9600.0,5.0,8.0,1950.0,1337.0,3.0,1.0,141500
,6.0,6.0,1955.0,1661.0,3.0,1.0,165500
7584.0,5.0,5.0,1953.0,1036.0,,1.0,112900
13700.0,7.0,6.0,1965.0,1820.0,4.0,2.0,201800
10197.0,6.0,5.0,1961.0,1362.0,3.0,2.0,163000
7875.0,5.0,6.0,1961.0,1144.0,3.0,2.0,139950
8400.0,6.0,9.0,1962.0,1537.0,3.0,2.0,174000
9150.0,6.0,5.0,1962.0,1431.0,3.0,1.0,165000
14670.0,6.0,7.0,1966.0,1988.0,4.0,2.0,227000
7390.0,5.0,7.0,1955.0,1098.0,3.0,1.0,135000
9204.0,5.0,5.0,,1144.0,3.0,1.0,124000
7763.0,5.0,7.0,1962.0,1283.0,3.0,2.0,140000
8856.0,5.0,4.0,1957.0,1176.0,3.0,1.0,136500
9840.0,5.0,7.0,1959.0,1440.0,2.0,1.0,185000
9120.0,6.0,6.0,1958.0,1261.0,3.0,2.0,163000
13200.0,6.0,6.0,1958.0,1570.0,3.0,2.0,166800
9000.0,6.0,5.0,1956.0,,2.0,1.0,139000
11900.0,6.0,5.0,1957.0,1392.0,3.0,2.0,166000
9464.0,6.0,7.0,1958.0,1080.0,3.0,1.0,136000
10425.0,5.0,5.0,1956.0,1104.0,3.0,1.0,133000
11556.0,5.0,6.0,1952.0,882.0,2.0,1.0,116000
9373.0,5.0,6.0,1953.0,1152.0,3.0,,137500
12774.0,5.0,5.0,1953.0,950.0,2.0,2.0,130000
14250.0,6.0,5.0,1957.0,1790.0,3.0,2.0,180000
7350.0,5.0,7.0,1951.0,952.0,2.0,2.0,139000
7677.0,5.0,5.0,1953.0,773.0,,1.0,110000
,5.0,,,1764.0,4.0,1.0,100000
8480.0,5.0,5.0,1947.0,1216.0,2.0,1.0,118500
12436.0,,5.0,1957.0,1824.0,5.0,2.0,146000
10122.0,4.0,6.0,1948.0,,1.0,1.0,89900
7506.0,5.0,8.0,1925.0,1159.0,3.0,1.0,114000
10930.0,5.0,6.0,1945.0,1558.0,3.0,1.0,140000
5400.0,4.0,7.0,1940.0,672.0,2.0,1.0,86900
10836.0,5.0,5.0,1922.0,1436.0,3.0,4.0,139000
10800.0,4.0,7.0,1900.0,1294.0,3.0,0.0,106250
9247.0,6.0,6.0,1962.0,1716.0,4.0,2.0,171000
10180.0,5.0,6.0,1968.0,1044.0,3.0,2.0,139000
11355.0,7.0,7.0,1958.0,1312.0,3.0,2.0,186000
10920.0,6.0,5.0,1960.0,1253.0,2.0,1.0,157000
12929.0,6.0,6.0,1960.0,1081.0,3.0,1.0,148000
27650.0,,7.0,1960.0,2069.0,4.0,2.0,242000
8892.0,5.0,,1953.0,,3.0,2.0,116000
7200.0,5.0,7.0,1951.0,,2.0,2.0,94000
7200.0,5.0,5.0,1950.0,1048.0,3.0,2.0,98300
7910.0,5.0,5.0,1960.0,1507.0,4.0,1.0,127000
8000.0,5.0,6.0,1959.0,1256.0,3.0,1.0,159000
8000.0,5.0,5.0,1962.0,1027.0,3.0,1.0,125900
7931.0,5.0,6.0,1960.0,1269.0,3.0,1.0,155000
8064.0,6.0,6.0,1948.0,1320.0,3.0,2.0,138000
6390.0,,7.0,1954.0,984.0,2.0,1.0,112500
7227.0,6.0,6.0,1954.0,832.0,2.0,2.0,105500
